Pilot;Field Name;Field Description;Field Longitude;Field Latitude;Device ID;Device Description;Device Type;Device EUI;Property Key;Property Name;Property Description;Unit Of Measurement;Unit Of Measurement Symbol;Datastream Name;Datastream Description
Italy;Pinos;Sensors owned by UNISS;8,58150000;39,76139000;I004;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04E4B1;ambient_temperature;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;�C;Pinos_I004_ambient_temperature;The datastream containing mesures of field Pinos by sensor I004 which measures Air Temperature.
Italy;Pinos;Sensors owned by UNISS;8,58150000;39,76139000;I004;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04E4B1;soil_temperature_1;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Pinos_I004_soil_temperature_1;The datastream containing mesures of field Pinos by sensor I004 which measures Soil Temperature.
Italy;Pinos;Sensors owned by UNISS;8,58150000;39,76139000;I004;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04E4B1;soil_temperature_2;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Pinos_I004_soil_temperature_2;The datastream containing mesures of field Pinos by sensor I004 which measures Soil Temperature.
Italy;Pinos;Sensors owned by UNISS;8,58150000;39,76139000;I004;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04E4B1;soil_temperature_3;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Pinos_I004_soil_temperature_3;The datastream containing mesures of field Pinos by sensor I004 which measures Soil Temperature.
Italy;Pinos;Sensors owned by UNISS;8,58150000;39,76139000;I004;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04E4B1;soil_temperature_4;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Pinos_I004_soil_temperature_4;The datastream containing mesures of field Pinos by sensor I004 which measures Soil Temperature.
Italy;Pinos;Sensors owned by UNISS;8,58150000;39,76139000;I004;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04E4B1;soil_temperature_5;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Pinos_I004_soil_temperature_5;The datastream containing mesures of field Pinos by sensor I004 which measures Soil Temperature.
Italy;Pinos;Sensors owned by UNISS;8,58150000;39,76139000;I004;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04E4B1;soil_temperature_6;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Pinos_I004_soil_temperature_6;The datastream containing mesures of field Pinos by sensor I004 which measures Soil Temperature.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_moisture_1;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Centro_Aziendale_I005_soil_moisture_1;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Moisture.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_moisture_2;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Centro_Aziendale_I005_soil_moisture_2;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Moisture.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_moisture_3;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Centro_Aziendale_I005_soil_moisture_3;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Moisture.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_moisture_4;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Centro_Aziendale_I005_soil_moisture_4;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Moisture.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_moisture_5;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Centro_Aziendale_I005_soil_moisture_5;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Moisture.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_moisture_6;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Centro_Aziendale_I005_soil_moisture_6;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Moisture.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;ambient_temperature;Air Temperature;The measure of the hotness or coldness of the air.;Degrees Celsius;�C;Centro_Aziendale_I005_ambient_temperature;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Air Temperature.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_temperature_1;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Centro_Aziendale_I005_soil_temperature_1;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Temperature.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_temperature_2;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Centro_Aziendale_I005_soil_temperature_2;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Temperature.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_temperature_3;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Centro_Aziendale_I005_soil_temperature_3;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Temperature.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_temperature_4;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Centro_Aziendale_I005_soil_temperature_4;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Temperature.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_temperature_5;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Centro_Aziendale_I005_soil_temperature_5;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Temperature.
Italy;Centro Aziendale;Sensors owned by UNISS;8,69725000;39,94489000;I005;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04DB8D;soil_temperature_6;Soil Temperature;The measure of temperature of the soil.;Degrees Celsius;�C;Centro_Aziendale_I005_soil_temperature_6;The datastream containing mesures of field Centro Aziendale by sensor I005 which measures Soil Temperature.
Italy;Camedda;Sensors owned by UNISS;8,70363900;39,94833000;I006;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04E488;soil_moisture_1;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Camedda_I006_soil_moisture_1;The datastream containing mesures of field Camedda by sensor I006 which measures Soil Moisture.
Italy;Camedda;Sensors owned by UNISS;8,70363900;39,94833000;I006;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04E488;soil_moisture_2;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Camedda_I006_soil_moisture_2;The datastream containing mesures of field Camedda by sensor I006 which measures Soil Moisture.
Italy;Camedda;Sensors owned by UNISS;8,70363900;39,94833000;I006;An advanced sensor capable of monitoring temperature and moisture at different depths. Useful for agronomic research activities.;ST04;AC1F09FFFE04E488;soil_moisture_3;Soil Moisture;The amount of moisture present in the soil, often expressed as a percentage of the maximum amount the soil could hold at a given temperature.;Percentage;%;Camedda_I006_soil_moisture_3;The datastream containing mesures of field Camedda by sensor I006 which measures Soil Moisture.
